worker_ratio_approved_assignments,worker_ratio_approved_assignments_of_project,sandbox,creation,expiration,status_external,status_internal,information_age_group,information_education_level.bachelors,information_education_level.basic,information_education_level.postgraduate,information_english_skills.Low,information_english_skills.high,information_english_skills.medium,information_gender.F,information_gender.M,information_gender.other,information_nationality,personal_stance_1.agree,personal_stance_1.disagree,personal_stance_1.neutral,personal_stance_1.unknown,personal_stance_2.agree,personal_stance_2.disagree,personal_stance_2.neutral,personal_stance_2.unknown,personal_stance_3.agree,personal_stance_3.disagree,personal_stance_3.neutral,personal_stance_3.unknown,personal_stance_4.agree,personal_stance_4.disagree,personal_stance_4.neutral,personal_stance_4.unknown,question-select_300.1-2,question-select_300.2-2,question-select_300.3-2,question-select_300.4-2,question-select_310.1-2,question-select_310.2-2,question-select_310.3-2,question-select_310.4-2,question-select_3110.1-1,question-select_3110.2-1,question-select_3110.3-1,question-select_3110.4-1,question-select_3120.1-1,question-select_3120.2-1,question-select_3120.3-1,question-select_3120.4-1,question-select_3130.1-1,question-select_3130.2-1,question-select_3130.3-1,question-select_3130.4-1,question-select_350.1-2,question-select_350.2-2,question-select_350.3-2,question-select_350.4-2,question-select_360.1-2,question-select_360.2-2,question-select_360.3-2,question-select_360.4-2,question-select_380.1-1,question-select_380.2-1,question-select_380.3-1,question-select_380.4-1,question1_1_1.arg_a,question1_1_1.arg_b,question1_1_1.none,question1_1_2.arg_a,question1_1_2.arg_b,question1_1_2.none,question1_1_repeatedLabeled1.no,question1_1_repeatedLabeled1.none,question1_1_repeatedLabeled1.yes,question1_2_1.val1,question1_2_1.val2,question1_2_1.val3,question1_2_2.val1,question1_2_2.val2,question1_2_2.val3,question1_2_repeatedLabeled1.val1,question1_2_repeatedLabeled1.val2,question1_2_repeatedLabeled1.val3,question1_3_1,question1_3_2,question1_3_last1,question1_3_last2,question1_3_repeatedLabeled1,question2_1_3.val1,question2_1_3.val2,question2_1_3.val3,question2_2_3.val1,question2_2_3.val2,question2_2_3.val3,question2_3_3.val1,question2_3_3.val2,question2_3_3.val3,question2_4_3.val1,question2_4_3.val2,question2_4_3.val3,question3_3_4.val1,question3_3_4.val2,question3_3_4.val3,question3_4_4.val1,question3_4_4.val2,question3_4_4.val3,start_time,submit_time,time_elapsed_1,time_elapsed_2,time_elapsed_3,time_elapsed_id_4,time_elapsed_instructions,time_elapsed_last,time_elapsed_personal_stance,time_elapsed_profile,question-select_340.3-1,question-select_350.2-1,question-select_390.1-1,question-select_370.2-1,question-select_350.4-1,question-select_330.4-2,question-select_340.3-2,question-select_390.2-1,question-select_370.3-1,question-select_370.1-1,question-select_340.2-1,question-select_350.1-1,question-select_350.3-1,question-select_370.4-1,question-select_330.1-2,question-select_3100.2-1,question-select_3100.3-1,question-select_3140.3-1,question-select_330.2-2,question-select_340.4-2,question-select_3140.1-1,question-select_3140.4-1,question-select_360.3-1,question-select_330.3-2,question-select_340.2-2,question-select_3100.4-1,question-select_340.1-2,question-select_340.4-1,question-select_360.1-1,question-select_340.1-1,question-select_390.4-1,question-select_390.3-1,question-select_3100.1-1,question-select_3140.2-1,question-select_360.4-1,question-select_360.2-1,id_worker
1.0,1.0,False,2021-09-15 13:22:24+00:00,2021-09-16 17:09:04+00:00,APPROVED,REJECTED,It is an exaggerate in the environmental impacts.,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 10:39:31,09/15/2021 10:41:57,,,,,,27.0,145.0,,,,,,,False,False,,,,False,,,False,False,,,,,,,False,,False,False,,,,,,False,False,False,,,,,,,False,25
1.0,1.0,False,2021-09-15 13:22:25+00:00,2021-09-16 17:09:05+00:00,APPROVED,REJECTED,TEXT B HAVE MANY DISADVANTAGES. IT IS ONE SIDED TEXT.,False,True,False,True,False,False,34.0,True,False,False,False,True,False,True,False,False,american,PASS,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,,,,,False,True,False,False,False,False,False,True,False,True,False,False,,,,,,,,,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,TEXT B IS ONE SIDED. BECAUSE THE WIVES ARE VERY JEALOSY AND COMPETITION ONE.,TEXT B HAVE MORE ONESIDED. THEY PUNISHING THE TEACHERS FOR THE POOR PERFORMANCE OF STUDENTS.,IT IS VERY INTERESTING. I HAVE VERY GOOD AND POSITIVE THOUGHTS.,I LEARN NEW INFORMATION ABOUT THE ONE SIDEDNESS. IT IS VERY USEFUL.,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,09/15/2021 06:23:17,09/15/2021 06:53:00,763.0,74.0,57.0,161.0,150.0,23.0,538.0,12.0,24.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,False,,,,,,True,True,False,,,,,,,False,26
favor of tidal energy use.",False,True,False,False,False,True,40.0,True,False,False,False,True,False,False,True,False,american,PASS,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,,,,,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,"Both texts are completely against Polygamy, only presenting negative arguments.","Text B does not give any pro arguments toward the NCLB Act, only negative.",This was an interesting HIT that helped me to see how arguments are almost always one-sided in nature.,"When discussing or defending an argument, it is very easy to be one-sided in your thoughts.",False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,09/15/2021 08:32:40,09/15/2021 08:54:19,174.0,236.0,202.0,303.0,181.0,109.0,158.0,22.0,19.0,,,,,True,False,,,,True,,,False,False,,,,,,,False,,False,False,,,,,,True,False,False,,,,,,,False,28
dams and nuclear plants. Tidal power installation is easier than dams and nuclear plants.

""Some fishing communities worry that their fishing grounds could be disturbed. Toxic hydraulic fluids might leak."" Tidal energy could disrupt local fishing industries
Many forms of energy have potential environmental impacts. The focus should be on designing regulations that minimize or eliminate these impacts. Regulations can minimize environmental impact of tidal energy


Bays and estuaries are always naturally ""flushed"" or cleansed and replenished by tide-waters flowing in and out. To the extent that tidal energy impairs the natural flows of these tides, it impairs this natural ""flushing"" mechanism. This can alter and even destroy an ecosystem. Tidal energy can impair the natural ""flushing"" of water ecosystems.

Bays and estuaries are always naturally ""flushed"" or cleansed and replenished by tide-waters flowing in and out. To the extent that tidal energy impairs the natural flows of these tides, it impairs this natural ""flushing"" mechanism. This can alter and even destroy an ecosystem. Tidal energy can impair the natural ""flushing"" of water ecosystems.
""there is only one major tidal generating station in operation. This is a 240 megawatt (1 megawatt = 1 MW = 1 million watts) at the mouth of the La Rance river estuary on the northern coast of France (a large coal or nuclear power plant generates about 1,000 MW of electricity)."" Tidal energy generates very little energy comparatively",True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 07:01:32,09/15/2021 07:03:59,,,,,,126.0,147.0,,,,,,,False,False,,,,False,,,False,False,,,,,,,False,,False,False,,,,,,False,False,False,,,,,,,False,31
1.0,1.0,False,2021-09-15 13:22:31+00:00,2021-09-16 17:09:11+00:00,APPROVED,APPROVED,There are three cons out of one pro it discusses in the text.,False,True,False,True,False,False,31.0,True,False,False,False,True,False,True,False,False,american,PASS,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,,,,,False,True,False,False,True,False,False,False,False,True,False,False,,,,,,,,,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,They equally discuss the cons of polygamy and do not discuss any pros to it.,There are a lot more cons listed in text B and no pros so it is very one sided.,Very interesting and hard task. I'm not that confident I did well.,It is hard to realize if an article I am reading is one sided. It causes me to analyze the article differently than I would normally.,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,09/15/2021 10:21:13,09/15/2021 10:51:15,219.0,188.0,485.0,98.0,608.0,1415.0,61.0,82.0,56.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,True,False,False,,,,,,,False,32
1.0,1.0,False,2021-09-15 13:22:32+00:00,2021-09-16 17:09:12+00:00,APPROVED,APPROVED,"text B is more one sided as it explains more cons of tidal energy than pros of it, where as text A has equal number of pros and cons.",False,True,False,False,False,True,34.0,True,False,False,False,True,False,True,False,False,indian,PASS,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,,,,,False,False,False,True,True,False,False,False,False,True,False,False,,,,,,,,,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,no text is one sided here as both A and B have equal number of cons and no pros.,"text B is more one sided as it has three cons about NCLB, while Text A has equal number of pros and cons.",thank you for the hit and liked it.,one sidedness means supporting a particular argument with more pros or cons on a side.,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,09/15/2021 08:09:00,09/15/2021 08:39:34,224.0,356.0,314.0,295.0,258.0,107.0,312.0,40.0,32.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,True,False,False,,,,,,,False,33
22:48:04+00:00,APPROVED,APPROVED,Text B has more con arguments than pro arguments.,False,True,False,False,False,True,29.0,True,False,False,False,True,False,True,False,False,american,PASS,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,,,,,False,False,True,False,False,True,False,False,False,True,False,False,,,,,,,,,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,text A has most pro argument than con argument.,text A has most pro argument than con argument.,keep ensure to make pleasure on the argument .,the most pro or con argument occurred in single side.,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,09/15/2021 03:29:58,09/15/2021 04:06:58,63.0,62.0,14.0,85.0,1865.0,23.0,94.0,6.0,28.0,,,,,True,False,,,,False,,,False,False,,,,,,,True,,False,False,,,,,,True,False,False,,,,,,,False,36
1.0,1.0,False,2021-09-15 19:01:25+00:00,2021-09-16 22:48:05+00:00,APPROVED,REJECTED,B has more specific examples rather than general.,False,True,False,True,False,False,39.0,False,True,False,False,True,False,True,False,False,american,PASS,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,,,,,False,False,False,True,True,False,False,False,False,True,False,False,,,,,,,,,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,They both seem general and in the cite a personal example.,A is much more general than B,I do not have any final thoughts.,One-sidedness has more specific examples instead of generalities.,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,09/15/2021 03:25:32,09/15/2021 03:55:24,42.0,40.0,68.0,1316.0,165.0,228.0,107.0,19.0,32.0,,,,,False,False,,,,False,,,True,False,,,,,,,True,,False,True,,,,,,False,False,False,,,,,,,False,37
0.5,0.5,False,2021-09-15 19:01:26+00:00,2021-09-16 22:48:06+00:00,APPROVED,REJECTED,B is more one sided so I choose the option B.,False,True,False,True,False,False,25.0,True,False,False,False,True,False,False,True,False,american,PASS,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,,,,,False,False,True,False,False,False,False,True,False,False,True,False,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,It is a understanding and safe relationship for the committing person,Option A is a more one side of no child left behind activities.,I will gain more knowledge and its informative,Its positive for our life and its have understanding for the future life.,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,09/15/2021 03:08:52,09/15/2021 04:02:37,331.0,420.0,521.0,872.0,399.0,45.0,459.0,146.0,72.0,,,,,False,False,,,,False,,,False,False,,,,,,,False,,True,False,,,,,,False,True,False,,,,,,,True,38
1.0,1.0,False,2021-09-15 19:01:27+00:00,2021-09-16 22:48:07+00:00,APPROVED,APPROVED,text B has more con arguments than pro arguments.,False,True,False,False,False,True,30.0,True,False,False,False,True,False,True,False,False,american,PASS,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,,,,,True,False,False,False,False,True,False,False,True,False,False,False,,,,,,,,,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,text A has most pro argument than con argument.,text B has most pro argument than con argument.,make sure to pleasant grate them.,the argument has been occurred most one side pro or con alignment.,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,09/15/2021 01:35:16,09/15/2021 02:08:58,61.0,292.0,164.0,192.0,1083.0,31.0,206.0,6.0,14.0,,,,,False,True,,,,False,,,False,False,,,,,,,True,,True,False,,,,,,False,False,False,,,,,,,False,39
1.0,1.0,False,2021-09-15 19:01:28+00:00,2021-09-16 22:48:08+00:00,APPROVED,REJECTED,Because in text A has one argument more pro than the other,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 06:33:57,09/15/2021 06:37:51,,,,,,88.0,234.0,,,,,,,False,False,,,,False,,,False,False,,,,,,,False,,False,False,,,,,,False,False,False,,,,,,,False,40
1.0,1.0,False,2021-09-15 19:01:29+00:00,2021-09-16 22:48:09+00:00,APPROVED,REJECTED,The text b is more one-sided because the sentence specify the energy,False,True,False,False,False,True,25.0,True,False,False,False,True,False,False,True,False,american,PASS,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,,,,,False,False,False,True,False,True,False,False,False,False,True,False,,,,,,,,,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,It has the single relationship of the life.,It very sensitive of the behaviors,It is more useful and very interesting,It is very knowledgeable and good understanding,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,09/15/2021 07:08:45,09/15/2021 07:24:47,63.0,201.0,18.0,303.0,40.0,828.0,286.0,26.0,21.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,True,False,False,,,,,,,False,41
1.0,1.0,False,2021-09-15 19:01:30+00:00,2021-09-16 22:48:10+00:00,APPROVED,REJECTED,The text A includes more pro arguments than the con arguments.,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 03:16:50,09/15/2021 03:40:54,,,,,,408.0,1444.0,,,,,,,False,False,,,,False,,,False,False,,,,,,,False,,False,False,,,,,,False,False,False,,,,,,,False,42
IS ONE SIDEDE,True,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 03:07:29,09/15/2021 03:12:56,,,,,,66.0,326.0,,,,,,,False,False,,,,False,,,False,False,,,,,,,False,,False,False,,,,,,False,False,False,,,,,,,False,44
unreasonable pace set by NCLB. They are subsequently punished, despite the fact that they are doing good work. NCLB ridgedly punishes schools that are progressing, albeit slowly","At the end of every job interview, the interviewer will likely ask you if you have any questions for them. At this stage, the answer is always yes. ... Keep in mind the interview isn't just about making your potential employer like you. It's also about finding out if you like the company and if you'd be a good fit.",Love cannot be forced. ...
Forgiveness is a gift you give to yourself,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,09/16/2021 05:45:53,09/16/2021 05:52:20,9.0,15.0,6.0,11.0,26.0,4.0,281.0,19.0,18.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,True,False,False,,,,,,,False,45
1.0,1.0,False,2021-09-16 10:06:44+00:00,2021-09-17 13:53:24+00:00,APPROVED,REJECTED,a side is more one sided,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/16/2021 06:11:44,09/16/2021 06:16:35,,,,,,62.0,291.0,,,,,,,False,False,,,,False,,,False,False,,,,,,,False,,False,False,,,,,,False,False,False,,,,,,,False,46
direction.","Power. A one-tailed test is where you are only interested in one direction. If a mean is x, you might want to know if a set of results is more than x or less than x. A one-tailed test is more powerful than a two-tailed test, as you aren't considering an effect in the opposite direction.","Final Thoughts — At this point, you are assessing the interviewer as much as they are assessing you. Some candidates have the impression that asking",It makes u stronger from inside as well as from outside. · It make u kno your weaknesses and your strengths. · U look more positive to the life. · It brings out .,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,09/16/2021 08:14:43,09/16/2021 08:22:41,42.0,65.0,13.0,138.0,106.0,6.0,53.0,24.0,33.0,,,,,False,True,,,,False,,,False,True,,,,,,,False,,True,False,,,,,,False,False,False,,,,,,,False,47
1.0,1.0,False,2021-09-16 10:06:47+00:00,2021-09-17 13:53:27+00:00,APPROVED,REJECTED,it has many cons about the topic,False,True,False,False,False,True,30.0,False,False,True,False,True,False,False,True,False,american,PASS,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,,,,,False,True,False,False,False,True,False,False,False,True,False,False,,,,,,,,,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,womens have equal power to men,many are bases for students features,i can able learn about many things,it has both pro and con,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,09/16/2021 04:38:05,09/16/2021 04:42:57,38.0,40.0,9.0,50.0,79.0,154.0,46.0,9.0,17.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,False,False,True,,,,,,,False,48
,,False,51
alse,False,,,,,,False,False,False,,,,,,,False,53
1.0,1.0,False,2021-09-16 10:06:52+00:00,2021-09-17 13:53:32+00:00,APPROVED,REJECTED,neither text is more one-sided because it have the same number of pro and con arguments,True,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/16/2021 10:51:00,09/16/2021 10:56:31,,,,,,872.0,330.0,,,,,,,False,False,,,,False,,,False,False,,,,,,,False,,False,False,,,,,,False,False,False,,,,,,,False,54
1.0,1.0,False,2021-09-16 19:22:52+00:00,2021-09-17 23:09:32+00:00,APPROVED,REJECTED,MORE TEXT IN ONESIDED B HAVE,False,True,False,True,False,False,36.0,True,False,False,False,False,True,True,False,False,american,PASS,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,,,,,False,True,False,False,False,False,True,False,False,False,False,True,,,,,,,,,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,A TEXT MORE ONESIDED SO I CHOOSE,MORE WORDS IN ONE TEXT B,GOOD AND WELL PLANNED TEXT PROGRAMME,TWO TOPICS CHOOSE ONE FOR SAME TEXT,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,09/16/2021 03:32:29,09/16/2021 03:45:24,57.0,62.0,57.0,131.0,238.0,62.0,124.0,27.0,75.0,,,,,False,False,,,,True,,,True,False,,,,,,,False,,False,True,,,,,,False,False,False,,,,,,,False,55
1.0,1.0,False,2021-09-16 19:22:54+00:00,2021-09-17 23:09:34+00:00,APPROVED,APPROVED,the text b tends a lot to the fishermen's side when they think only on the side that the industries can hinder their fishing is not the benefit that the industries bring to the region,False,True,False,False,False,True,25.0,True,False,False,False,True,False,False,True,False,brazilian,PASS,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,,,,,False,True,False,False,True,False,False,False,True,False,False,False,,,,,,,,,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,"The text only points out the negative sides of polygamy, presenting its numerous harmful effects on the relationship.","Text b only points to the negative side, being pessimistic about student performance.",my considerations about the study is that it brings important themes to think about and it ended up making me reflect on them.,what i ended up learning about one-sidedness is when in a text as it was in the task it is biased there is only one side of the story neglecting the others involved.,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,09/16/2021 08:17:25,09/16/2021 09:06:18,402.0,511.0,391.0,802.0,345.0,218.0,286.0,89.0,102.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,True,False,False,,,,,,,False,56
e,False,False,False,True,30.0,True,False,False,False,True,False,True,False,False,brazilian,PASS,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,,,,,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,In both texts all arguments are con,"text B has all its arguments con, and text A has the same number of arguments pro and con.","no, I don't have any thoughts to share","That arguments tend to strengthen one side, whether pro or con.",False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,09/16/2021 05:47:01,09/16/2021 06:22:51,186.0,431.0,372.0,597.0,376.0,265.0,113.0,42.0,29.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,True,False,False,,,,,,,False,58
l the way to how it affects the ecosystems.,False,True,False,True,False,False,33.0,True,False,False,False,True,False,False,True,False,american,PASS,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,,,,,False,True,False,False,True,False,False,False,False,True,False,False,,,,,,,,,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,Both texts were equally negative about polygamy in my opinion.,Text B didn't have any pros about the NCLB act. Text A at least mentioned some of its virtues.,No I think all of my thoughts have been written out already.,That it is not so easy to determine as I originally thought.,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,09/16/2021 04:06:09,09/16/2021 04:19:54,91.0,149.0,189.0,155.0,145.0,107.0,46.0,15.0,30.0,,,,,False,False,,,,True,,,False,False,,,,,,,False,,False,True,,,,,,True,False,False,,,,,,,False,62
1 01:02:57,88.0,689.0,13.0,174.0,596.0,16.0,47.0,14.0,47.0,,,,,False,False,,,,False,,,False,False,,,,,,,True,,False,True,,,,,,False,False,True,,,,,,,False,64
1.0,1.0,False,2021-09-15 19:32:35+00:00,2021-09-16 23:19:15+00:00,APPROVED,REJECTED,because there are more arguments for than against,True,False,False,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 06:29:31,09/15/2021 06:30:35,,,,,,106.0,64.0,,,,,,,False,False,,,,False,,,,False,,,,,,,False,,,False,,,,,,,False,,,,,,,,False,65
alse,False,True,23.0,True,False,False,False,True,False,False,True,False,brazilian,PASS,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,,,,,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,same number of arguments against DC handgun ban,I think that the text A has more arguments favor about prohibition of downloading music and films,I Just say thanks for the job!,Yes. I learned a lot. Honestly i have some experience by writing but it's very good learn more.,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,09/15/2021 06:50:33,09/15/2021 07:33:52,153.0,1299.0,215.0,157.0,620.0,1675.0,87.0,42.0,21.0,,,,,False,False,,,,False,,,,False,,,,,,,True,,,True,,,,,,,False,,,,,,,,False,67
46.0,,,,,,,False,False,,,,False,,,,False,,,,,,,False,,,False,,,,,,,False,,,,,,,,False,68
1.0,1.0,False,2021-09-15 19:32:39+00:00,2021-09-16 23:19:19+00:00,APPROVED,APPROVED,It has more arguments against the use of tidal energy than the other one.,False,True,False,False,False,True,30.0,False,True,False,False,True,False,False,True,False,american,PASS,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,False,,,,,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,The A side seems to be totally against a handgun ban.,The A side seems to be slightly more in favor of actual prohibition.,It was unique and interesting to do.,That many issues have lots of viewpoints and opinions that get expressed by those who affected by them.,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,09/15/2021 02:43:42,09/15/2021 03:14:47,393.0,215.0,337.0,153.0,467.0,28.0,111.0,25.0,160.0,,,,,False,False,,,,False,,,,False,,,,,,,False,,,False,,,,,,,True,,,,,,,,True,69
1.0,1.0,False,2021-09-15 19:32:40+00:00,2021-09-16 23:19:20+00:00,APPROVED,REJECTED,they only consider about tidal energy only.,True,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 12:46:41,09/15/2021 12:51:22,,,,,,134.0,280.0,,,,,,,False,False,,,,False,,,,False,,,,,,,False,,,False,,,,,,,False,,,,,,,,False,70
1.0,1.0,False,2021-09-15 19:32:40+00:00,2021-09-16 23:19:20+00:00,APPROVED,REJECTED,Both texts are against the idea and do not give any real credence to positive aspects.,False,False,True,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 03:40:04,09/15/2021 03:45:15,,,,,,434.0,311.0,,,,,,,False,False,,,,False,,,,False,,,,,,,False,,,False,,,,,,,False,,,,,,,,False,71
,False,False,False,True,,False,False,False,False,False,False,False,False,False,,FAIL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,09/15/2021 01:44:23,09/15/2021 01:48:57,,,,,,7.0,274.0,,,,,,,False,False,,,,False,,,,False,,,,,,,False,,,False,,,,,,,False,,,,,,,,False,73
